hr,name,ra_degrees,dec_degrees,Vmag
337,AndBD+34  198,17.432916666666664,35.620555555555555,2.06
338,PheCP-55  241,17.096249999999998,-55.24583333333334,3.92
339,3PscBD+18  153,17.455,19.65861111111111,5.55
340,AndBD+41  219,17.578333333333333,42.081388888888895,5.65
341,BD+24  186,17.58083333333333,25.45777777777778,5.80
342,BD+63  149,17.856666666666666,64.20277777777778,5.55
343,CasBD+54  236,17.77583333333333,55.14972222222222,4.33
344,BD+14  175,17.547916666666666,15.674166666666666,6.06
345,CasBD+64  127,17.9225,65.01888888888888,5.57
346,CetBD-09  227,17.55,-8.90611111111111,6.40
347,CetBD+01  221,17.64,2.445555555555556,5.95
348,AndBD+36  201,17.792916666666667,37.72416666666667,5.81
349,PscBD+30  181,17.77833333333333,31.424722222222222,5.16
350,CP-58   81,17.53083333333333,-57.69444444444444,6.41
351,PscBD+20  172,17.86333333333333,21.034722222222225,4.66
352,PscBD+29  190,17.914999999999996,30.08972222222222,4.51
353,CetBD-03  161,17.931249999999995,-2.2511111111111113,5.94
354,BD+60  186,18.29125,61.70583333333334,6.41
355,BD+44  261,18.141666666666662,45.33777777777778,6.11
356,BD+29  195,18.24791666666666,30.06416666666667,6.19
357,BD+79   36,19.12791666666666,79.91000000000001,6.26
358,CD-31  484,18.097499999999997,-30.802222222222223,6.52
359,CD-38  420,18.189166666666665,-37.85638888888889,5.92
